Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-08-21,S002,P0002,Furniture,East,251,186.0,194,193.7,13.67,10,Rainy,0,16.77,Summer
2023-02-21,S004,P0005,Groceries ,East,307,122.0,124,131.34,39.76,20,Rainy,1,36.1,Autumn
13/04/2023,S005,P0015,Clothing,North,220,217.0,180,212.7,32.37,20,Snowy,0,31.43,Summer
2023-05-10,S004,P0019,TOYS,North,284,,181,180.05,36.57,15,Rainy,1,33.6,Spring
2022-11-04,S002,P0009,Clothing,South,64,,79,55.88,47.22,0,Rainy,1,45.15,Spring
2022-12-13,S003,P0018,TOYS,South,341,57.0,165,65.48,62.81,15,Rainy,0,66.89,Spring
2023-04-15,S003,P0006, electronics ,North,283,39.0,42,32.58,60.2,20,Snowy,0,55.26,Winter
06/12/2022,S002,P0017,Groceries ,East,306,192.0,101,194.75,85.74,0,Cloudy,0,85.95,Summer
2023-06-04,S005,P0010, electronics ,South,175,46.0,144,47.43,41.32,5,Sunny,0,40.69,Spring
08/01/2022,S004,P0014,Furniture,East,311,256.0,168,267.54,51.94,10,Snowy,0,54.91,Winter
2023-03-12,S004,P0011,Groceries ,East,476,356.0,180,371.13,22.82,20,Snowy,1,25.19,Spring
2023-09-23,S004,P0011,TOYS,East,342,,22,47.31,-99.99,10,Rainy,0,86.51,Winter
2023-02-02,S001,P0017,Furniture,West,255,3.0,44,21.08,85.3,15,Cloudy,0,89.95,Spring
2022-03-05,S002,P0010, electronics ,South,201,78.0,30,89.62,10.87,15,Rainy,0,6.55,Summer
2023-09-16,S004,P0018,Furniture,East,474,99.0,122,101.58,95.66,0,Cloudy,1,91.07,Spring
2023-05-31,S004,P0003, electronics ,North,386,257.0,66,276.82,48.24,5,Rainy,1,44.53,Winter
05/06/2023,S004,P0010, electronics ,North,490,253.0,196,253.86,,10,Rainy,1,98.13,Spring
2023-09-24,S002,P0010,Clothing,West,432,237.0,37,252.83,15.52,15,Snowy,0,18.65,Spring
2023-11-12,S002,P0019,TOYS,North,140,8.0,94,-1.35,,20,Snowy,1,56.66,Winter
2022-10-25,S003,P0016,Groceries ,North,160,129.0,139,119.22,70.39,0,Cloudy,1,74.74,Spring
2022-04-24,S001,P0018,Furniture,South,101,34.0,108,32.97,38.37,5,Rainy,1,38.55,Spring
2022-12-19,S002,P0008,TOYS,South,77,12.0,173,22.59,40.01,20,Sunny,0,38.42,Autumn
2022-11-11,S004,P0011,Clothing,West,112,55.0,126,59.24,16.52,5,Cloudy,0,19.94,Spring
2022-04-21,S004,P0008, electronics ,North,65,45.0,177,56.21,84.27,0,Snowy,0,80.74,Autumn
2023-02-13,S001,P0017,TOYS,South,219,186.0,102,182.7,92.0,20,Snowy,0,90.2,Winter
2023-10-28,S002,P0020,Clothing,West,67,25.0,159,43.99,17.84,20,Snowy,1,18.17,Autumn
2022-05-04,S003,P0006,Groceries ,North,154,61.0,193,55.4,69.08,0,Cloudy,1,72.31,Autumn
20/03/2022,S002,P0017,TOYS,East,380,303.0,175,303.76,81.61,5,Snowy,0,86.58,Summer
2022-08-03,S001,P0020, electronics ,East,108,50.0,150,66.28,61.03,10,Cloudy,0,65.54,Summer
2023-12-17,S001,P0020, electronics ,East,125,124.0,133,136.78,77.51,10,Snowy,1,73.32,Autumn
27/01/2023,S005,P0009,Clothing,North,81,,64,10.35,82.28,20,Snowy,1,83.04,Summer
2022-02-03,S003,P0003,Clothing,West,74,30.0,112,22.18,45.25,5,Rainy,1,50.2,Summer
2022-09-09,S004,P0001,Clothing,West,423,155.0,148,167.41,40.22,0,Snowy,0,42.93,Summer
2023-05-03,S001,P0007, electronics ,North,197,94.0,96,113.89,95.12,10,Snowy,0,95.09,Summer
2022-08-26,S002,P0015,Furniture,East,184,,193,192.09,20.6,20,Snowy,1,20.87,Winter
2023-06-03,S001,P0010, electronics ,East,172,91.0,72,99.19,54.34,0,Snowy,1,58.54,Spring
2022-11-15,S003,P0020,TOYS,North,345,289.0,179,306.46,53.42,10,Sunny,1,54.13,Autumn
2023-02-27,S001,P0012,TOYS,West,350,212.0,179,207.34,63.92,10,Cloudy,0,60.75,Autumn
2023-10-27,S003,P0007,Furniture,North,71,36.0,128,55.9,12.86,5,Sunny,1,13.99,Winter
2023-02-09,S004,P0017,Furniture,South,460,118.0,198,126.43,50.83,0,Snowy,0,51.24,Summer
2022-11-24,S004,P0011, electronics ,West,331,212.0,78,215.15,93.56,10,Cloudy,1,92.6,Summer
2023-09-12,S005,P0013,TOYS,South,227,78.0,48,93.14,68.17,5,Rainy,1,72.05,Spring
2022-08-04,S004,P0020,Clothing,East,271,80.0,199,71.6,12.96,10,Sunny,0,8.43,Summer
2023-03-13,S001,P0006,Clothing,West,65,47.0,140,59.4,56.75,5,Rainy,0,58.39,Winter
2022-06-19,S001,P0015, electronics ,East,228,179.0,144,169.37,,10,Snowy,0,53.21,Summer
07/08/2023,S005,P0007,Groceries ,North,232,43.0,172,35.54,80.15,0,Sunny,1,81.64,Summer
2022-01-30,S001,P0004, electronics ,West,488,118.0,200,130.22,29.77,20,Snowy,0,32.88,Spring
2023-06-26,S003,P0001, electronics ,East,495,22.0,83,22.24,73.53,10,Sunny,1,70.02,Autumn
2022-08-16,S005,P0011,Furniture,South,92,30.0,130,30.5,54.86,5,Cloudy,1,49.86,Summer
2022-09-12,S005,P0016,Clothing,West,453,169.0,199,164.06,27.79,0,Cloudy,1,27.85,Summer
2022-05-11,S001,P0014,Clothing,East,329,74.0,118,76.16,67.96,20,Snowy,1,69.94,Autumn
2022-01-08,S001,P0002,Groceries ,South,55,33.0,34,44.32,72.12,5,Rainy,0,73.33,Autumn
2023-10-21,S004,P0016,Furniture,East,345,161.0,150,177.99,,5,Sunny,1,52.92,Autumn
2023-03-06,S004,P0019,Clothing,South,149,17.0,20,36.51,49.87,5,Sunny,0,45.77,Winter
10/11/2022,S002,P0017,Groceries ,North,439,181.0,84,175.85,81.7,0,Snowy,0,83.66,Spring
2022-11-11,S002,P0012, electronics ,West,383,300.0,93,309.93,43.35,10,Cloudy,0,42.17,Summer
2022-05-17,S005,P0015,TOYS,West,51,13.0,168,17.75,48.75,5,Snowy,1,47.16,Summer
2023-08-05,S004,P0015,TOYS,West,201,36.0,122,35.33,20.65,20,Snowy,0,24.21,Autumn
2023-09-23,S005,P0019,Furniture,South,148,135.0,73,130.37,70.67,20,Sunny,1,71.61,Spring
2022-05-06,S005,P0014,Furniture,East,148,132.0,56,136.33,48.21,10,Rainy,1,48.53,Spring
2022-05-01,S001,P0001, electronics ,East,125,0.0,117,-8.04,36.91,10,Cloudy,0,37.85,Spring
2023-06-11,S002,P0006,Groceries ,South,185,106.0,196,104.35,52.07,10,Rainy,0,50.75,Spring
2022-06-02,S001,P0008,Groceries ,West,194,125.0,118,143.35,36.65,5,Rainy,1,39.93,Spring
2023-06-19,S001,P0006,Clothing,West,180,25.0,108,44.86,38.06,10,Rainy,0,34.42,Autumn
2023-08-10,S003,P0012,Groceries ,North,191,36.0,55,48.73,46.16,10,Snowy,1,46.89,Autumn
2022-12-09,S001,P0006, electronics ,North,150,9.0,168,12.69,36.8,10,Rainy,1,32.24,Winter
2023-08-27,S005,P0016,Furniture,North,445,311.0,136,304.69,58.32,0,Snowy,0,59.46,Summer
2023-07-14,S005,P0007, electronics ,East,346,74.0,145,69.26,20.13,5,Sunny,1,18.76,Summer
2022-08-05,S003,P0017, electronics ,East,361,233.0,104,235.56,13.38,5,Rainy,1,10.61,Winter
2022-04-09,S001,P0005,Groceries ,East,77,54.0,117,62.03,17.13,15,Sunny,1,16.56,Autumn
2022-12-19,S005,P0017,Clothing,West,464,166.0,132,163.35,51.8,10,Sunny,1,47.38,Winter
2022-09-14,S002,P0001,TOYS,East,76,11.0,46,21.26,61.91,20,Snowy,0,57.34,Winter
2022-08-15,S004,P0008, electronics ,West,228,89.0,153,97.76,46.53,15,Cloudy,1,41.99,Winter
2023-02-07,S004,P0009, electronics ,West,159,127.0,84,141.26,46.12,10,Snowy,0,47.48,Spring
2022-02-01,S002,P0018,TOYS,East,361,276.0,58,268.65,24.32,15,Rainy,1,24.36,Summer
15/08/2022,S005,P0003,Furniture,North,276,253.0,151,267.24,43.5,5,Sunny,1,39.02,Autumn
2022-09-16,S002,P0012,TOYS,South,51,30.0,35,27.77,79.57,10,Sunny,0,79.4,Spring
2022-04-03,S001,P0007,Furniture,West,195,126.0,42,137.24,59.48,10,Rainy,1,60.78,Winter
2022-06-28,S002,P0012,Groceries ,West,77,14.0,101,21.05,60.97,0,Snowy,0,61.39,Summer
2022-08-04,S001,P0004, electronics ,East,450,,153,286.88,11.01,10,Cloudy,0,14.7,Summer
2022-08-19,S003,P0005,TOYS,East,398,95.0,105,98.26,97.87,10,Sunny,1,95.02,Autumn
2023-04-29,S001,P0015, electronics ,West,317,253.0,150,253.09,59.51,0,Rainy,0,57.91,Winter
2022-01-31,S003,P0018,TOYS,East,146,122.0,197,121.91,32.67,5,Sunny,1,30.1,Summer
2023-12-21,S001,P0001,Furniture,North,472,174.0,52,167.13,19.45,15,Sunny,1,16.24,Spring
2022-08-26,S005,P0012, electronics ,South,427,319.0,21,332.78,79.91,10,Cloudy,1,76.47,Summer
2022-04-29,S004,P0008,Furniture,East,194,65.0,62,59.73,33.38,20,Rainy,0,35.44,Autumn
11/01/2023,S005,P0013, electronics ,North,156,21.0,47,23.73,53.33,5,Cloudy,0,55.63,Summer
2023-09-12,S004,P0015,Groceries ,North,280,66.0,138,85.9,40.76,10,Snowy,0,43.24,Spring
2023-01-13,S005,P0003,TOYS,West,291,289.0,46,284.03,18.68,5,Rainy,0,17.68,Summer
2023-10-12,S001,P0004,Clothing,East,121,119.0,43,135.47,66.36,10,Cloudy,0,68.71,Summer
2023-04-29,S001,P0001,Furniture,North,217,28.0,104,18.1,99.67,5,Sunny,1,98.05,Autumn
2023-09-29,S002,P0017,Furniture,South,441,,31,283.84,42.62,5,Snowy,0,43.33,Summer
2022-08-30,S003,P0006,Furniture,East,395,60.0,34,77.82,86.07,0,Cloudy,1,89.21,Autumn
2023-02-15,S002,P0002,TOYS,South,164,43.0,113,50.01,93.73,10,Snowy,0,98.17,Autumn
2022-09-17,S002,P0007,Groceries ,West,381,228.0,35,218.3,99.72,0,Cloudy,1,97.16,Winter
2023-06-11,S005,P0009,TOYS,East,63,4.0,115,22.39,13.75,0,Cloudy,0,9.74,Autumn
2023-11-27,S004,P0019, electronics ,West,95,39.0,20,32.56,39.37,15,Rainy,0,34.72,Autumn
2023-03-28,S002,P0007,Clothing,South,163,72.0,94,65.95,44.94,15,Snowy,0,40.7,Winter
2023-03-15,S004,P0020,Clothing,North,468,158.0,103,165.16,37.36,20,Rainy,0,39.05,Autumn
2023-10-07,S004,P0013,Clothing,East,211,63.0,170,79.66,53.81,20,Sunny,1,56.06,Spring
2023-04-22,S001,P0013, electronics ,North,241,39.0,115,34.25,58.17,10,Cloudy,1,56.96,Spring
2022-07-24,S005,P0013, electronics ,North,482,217.0,46,234.73,13.2,0,Sunny,1,18.17,Summer
2022-02-10,S004,P0013,Groceries ,West,77,73.0,198,72.28,,0,Sunny,1,25.76,Spring
2023-03-05,S001,P0011,Clothing,East,495,99.0,41,102.68,13.65,10,Cloudy,1,10.32,Summer
2023-12-17,S005,P0016,Groceries ,East,487,225.0,114,224.38,61.38,10,Cloudy,0,56.57,Summer
2022-06-06,S004,P0007,TOYS,South,230,209.0,139,205.86,28.86,15,Snowy,0,29.36,Summer
2023-03-07,S002,P0019, electronics ,East,135,126.0,195,143.53,67.86,5,Cloudy,0,69.13,Winter
2023-09-21,S005,P0014,Groceries ,East,365,281.0,84,284.18,40.68,0,Snowy,0,42.72,Summer
2023-03-20,S003,P0007,Furniture,North,346,298.0,189,304.44,47.97,15,Cloudy,0,47.33,Autumn
2023-08-21,S002,P0005,TOYS,South,386,28.0,106,29.74,20.19,5,Snowy,1,21.4,Winter
2022-04-03,S003,P0009,Clothing,West,481,444.0,33,434.89,76.86,10,Rainy,1,77.18,Summer
2023-05-06,S002,P0019,Groceries ,West,347,7.0,168,-0.26,25.92,0,Rainy,1,27.38,Winter
2022-07-19,S003,P0014,Clothing,South,163,56.0,114,63.73,27.74,15,Cloudy,0,22.75,Spring
2022-12-17,S005,P0007,Clothing,East,64,,165,31.91,21.77,20,Sunny,1,26.17,Autumn
2023-05-07,S003,P0010,Furniture,East,150,108.0,58,104.04,70.12,20,Sunny,0,65.87,Autumn
2023-09-26,S005,P0007, electronics ,East,167,138.0,119,140.69,43.94,15,Snowy,0,44.38,Summer
2023-12-12,S005,P0005,Groceries ,West,197,157.0,111,156.74,27.38,10,Rainy,0,25.41,Autumn
2022-10-14,S002,P0012,Furniture,East,212,50.0,73,59.2,24.81,15,Sunny,0,21.54,Spring
2022-09-20,S001,P0003,TOYS,North,201,7.0,103,11.68,96.02,20,Snowy,1,93.8,Summer
2022-09-10,S004,P0001,Clothing,North,344,59.0,85,66.51,57.75,0,Sunny,0,58.0,Autumn
2022-05-11,S002,P0003, electronics ,East,309,122.0,59,139.99,14.34,15,Rainy,1,19.25,Summer
2023-05-13,S005,P0004,Furniture,North,477,6.0,159,1.05,29.25,20,Snowy,1,24.5,Autumn
2022-08-17,S001,P0020, electronics ,West,467,128.0,81,126.04,33.19,10,Rainy,1,37.2,Spring
2023-04-02,S003,P0015,Furniture,East,490,372.0,186,366.16,62.19,15,Rainy,0,66.23,Summer
31/03/2023,S005,P0011,Clothing,West,321,255.0,63,249.13,17.03,5,Snowy,0,15.52,Winter
2023-03-13,S002,P0001,Groceries ,North,450,13.0,97,24.13,83.78,0,Rainy,0,84.56,Autumn
2022-08-07,S004,P0001,Clothing,South,288,199.0,53,195.54,,5,Sunny,1,28.0,Winter
2022-02-17,S003,P0006, electronics ,South,391,390.0,38,393.96,61.69,5,Sunny,0,62.24,Spring
12/10/2022,S001,P0018,TOYS,South,361,73.0,37,88.38,52.28,15,Cloudy,0,52.76,Spring
2022-04-02,S003,P0016,Groceries ,North,64,53.0,152,66.03,30.42,20,Rainy,0,26.23,Summer
2023-06-28,S005,P0002,Furniture,North,309,124.0,60,121.31,52.53,20,Sunny,0,57.34,Winter
2022-08-03,S004,P0004,Groceries ,West,200,79.0,189,90.33,80.11,15,Cloudy,1,82.48,Spring
2023-06-09,S001,P0020,TOYS,East,383,9.0,116,20.91,,0,Cloudy,1,78.82,Summer
2022-07-30,S005,P0010, electronics ,North,374,350.0,31,350.66,31.71,0,Cloudy,1,34.17,Summer
2023-05-06,S004,P0015,Furniture,South,192,109.0,174,116.0,57.18,15,Cloudy,0,55.44,Winter
2023-08-01,S002,P0020,Groceries ,South,198,149.0,56,168.8,82.13,10,Cloudy,1,79.1,Autumn
22/09/2023,S002,P0010,Furniture,South,127,90.0,24,89.55,57.05,0,Sunny,0,55.06,Winter
17/12/2023,S003,P0009, electronics ,South,278,40.0,102,56.94,,5,Cloudy,0,72.0,Autumn
2022-09-22,S004,P0005,Clothing,South,199,49.0,24,66.8,49.51,0,Rainy,1,54.37,Summer
2022-07-16,S004,P0013,Furniture,South,461,262.0,117,265.03,92.03,20,Rainy,0,91.75,Summer
2023-07-19,S004,P0018, electronics ,South,467,77.0,94,73.88,59.67,0,Cloudy,0,64.17,Winter
2023-06-20,S003,P0018,TOYS,West,104,3.0,42,3.13,28.55,10,Sunny,1,28.89,Spring
2023-03-05,S001,P0005,Clothing,West,362,25.0,140,32.64,55.28,10,Sunny,1,51.25,Spring
2023-07-18,S002,P0011,Clothing,South,463,321.0,114,320.84,53.43,20,Sunny,1,58.42,Spring
2022-12-28,S005,P0015,Furniture,East,327,242.0,63,254.79,74.69,10,Sunny,0,72.25,Spring
2022-12-09,S003,P0004,Furniture,West,-150,18.0,88,31.61,66.2,15,Sunny,1,70.75,Autumn
2023-09-23,S003,P0010,Clothing,North,219,,163,17.27,71.34,10,Rainy,1,68.12,Summer
2022-01-25,S005,P0014, electronics ,East,238,14.0,96,8.95,82.75,10,Rainy,0,78.96,Autumn
2022-04-16,S004,P0003,Clothing,South,333,198.0,99,197.78,31.46,20,Snowy,1,27.85,Autumn
2022-08-29,S005,P0015,TOYS,East,475,248.0,188,257.48,35.52,20,Cloudy,1,38.17,Autumn
2022-02-15,S001,P0011,TOYS,North,54,42.0,81,44.37,44.91,20,Cloudy,1,43.37,Spring
2022-03-20,S004,P0017,TOYS,East,290,72.0,81,79.43,25.74,10,Rainy,0,29.52,Summer
2023-07-28,S001,P0002,Clothing,South,280,,130,111.1,42.13,0,Cloudy,0,41.8,Autumn
2023-04-12,S004,P0002,Clothing,South,246,39.0,95,34.01,,5,Cloudy,1,24.44,Summer
2023-07-05,S004,P0019,Groceries ,West,129,,25,11.63,12.09,0,Sunny,1,8.56,Winter
2023-08-05,S004,P0003,TOYS,East,297,64.0,49,60.59,72.86,20,Rainy,0,69.94,Summer
2023-01-18,S002,P0020,TOYS,West,322,158.0,157,168.58,20.12,15,Rainy,0,17.95,Autumn
2022-08-10,S005,P0015,Groceries ,South,338,48.0,149,48.38,99.71,5,Sunny,1,94.75,Spring
2022-06-06,S001,P0003,Groceries ,South,212,155.0,189,173.79,48.92,15,Snowy,0,50.8,Spring
2022-05-23,S004,P0005,TOYS,North,212,152.0,108,154.34,77.65,20,Sunny,1,72.85,Summer
13/11/2023,S004,P0013,Furniture,West,366,79.0,168,71.5,67.72,0,Snowy,0,64.28,Autumn
18/12/2022,S005,P0001,Furniture,South,351,184.0,186,180.45,27.69,15,Cloudy,0,23.93,Spring
2023-07-16,S004,P0014,Clothing,East,402,16.0,189,15.83,57.5,5,Sunny,1,59.46,Autumn
2022-07-18,S003,P0009, electronics ,West,153,13.0,134,16.76,97.84,5,Cloudy,1,98.66,Summer
2022-09-14,S002,P0007,Groceries ,North,51,21.0,37,36.89,12.47,20,Rainy,1,11.99,Winter
10/09/2023,S004,P0005,TOYS,East,61,24.0,25,14.72,75.85,15,Rainy,0,76.2,Spring
29/08/2022,S005,P0018,Clothing,East,204,130.0,83,126.04,20.31,15,Cloudy,1,24.97,Autumn
2023-01-26,S003,P0014,TOYS,North,270,143.0,119,137.61,,20,Snowy,0,25.37,Autumn
2023-03-29,S001,P0006,TOYS,West,419,32.0,124,37.52,99.93,0,Rainy,1,98.82,Autumn
2022-02-08,S003,P0001,Groceries ,North,116,81.0,121,74.68,85.69,0,Sunny,1,87.98,Autumn
2023-07-22,S003,P0011, electronics ,North,394,269.0,28,262.87,96.47,20,Rainy,0,96.33,Autumn
2023-10-04,S005,P0016,TOYS,East,109,87.0,178,106.21,,0,Cloudy,1,40.19,Winter
2022-10-30,S001,P0003,Clothing,West,68,24.0,52,20.46,82.64,5,Snowy,1,79.53,Autumn
2023-11-13,S002,P0012,TOYS,South,54,45.0,46,63.06,20.91,0,Snowy,0,17.51,Spring
2023-05-07,S004,P0014, electronics ,West,347,105.0,143,110.08,93.04,5,Sunny,1,89.49,Summer
2023-03-12,S005,P0005, electronics ,North,338,14.0,68,30.85,39.78,15,Snowy,0,36.45,Winter
2023-01-05,S004,P0003,Furniture,South,271,99.0,55,105.41,67.64,15,Cloudy,0,69.61,Winter
2023-11-25,S002,P0004,Groceries ,West,57,20.0,159,13.66,52.72,10,Snowy,1,57.69,Summer
2022-01-13,S002,P0011, electronics ,West,281,175.0,174,174.3,41.28,5,Rainy,1,45.86,Spring
2023-03-28,S001,P0016,TOYS,West,259,212.0,184,202.83,26.13,20,Snowy,1,25.02,Winter
2023-04-13,S004,P0008,Furniture,West,65,1.0,196,12.31,31.28,5,Snowy,1,32.42,Autumn
2022-10-25,S001,P0007,Groceries ,South,298,58.0,178,55.76,60.12,0,Sunny,1,55.65,Summer
2023-07-11,S001,P0011,TOYS,North,227,87.0,26,78.44,18.18,10,Rainy,0,21.58,Spring
02/06/2023,S005,P0001,Furniture,West,139,136.0,22,151.49,70.8,10,Rainy,0,73.85,Spring
2023-07-09,S002,P0008,Clothing,West,90,38.0,71,32.49,18.32,0,Sunny,1,18.67,Winter
2022-02-28,S004,P0003,Groceries ,South,494,318.0,88,310.34,45.48,0,Rainy,1,46.21,Winter
2023-02-26,S002,P0009,TOYS,East,148,74.0,34,81.33,23.08,5,Rainy,1,23.18,Summer
2023-06-13,S004,P0017,TOYS,South,399,261.0,61,255.32,90.11,5,Cloudy,0,90.12,Autumn
2022-07-24,S003,P0014,Groceries ,North,450,240.0,94,233.26,79.72,10,Sunny,1,79.9,Summer
2023-04-10,S003,P0018,Clothing,West,76,73.0,139,64.95,63.57,10,Rainy,0,65.58,Autumn
26/03/2022,S002,P0001,TOYS,East,208,155.0,61,161.35,16.32,15,Cloudy,1,16.96,Winter
2022-05-16,S001,P0005,Clothing,North,100,13.0,73,5.88,25.21,0,Snowy,1,28.72,Autumn
11/09/2022,S003,P0020,Groceries ,East,237,181.0,110,184.75,15.31,10,Rainy,1,15.06,Spring
2023-10-21,S002,P0008,Clothing,North,319,234.0,64,227.05,20.68,0,Snowy,0,18.22,Spring
2022-05-21,S001,P0014,Groceries ,South,52,8.0,200,-1.88,44.3,15,Snowy,1,40.51,Spring
2023-12-02,S004,P0014,Furniture,South,216,142.0,171,153.58,95.35,10,Rainy,0,94.99,Winter
2022-06-26,S005,P0010,Clothing,South,451,319.0,62,321.67,94.05,5,Cloudy,0,90.47,Spring
2022-07-11,S003,P0014,Clothing,North,383,282.0,81,281.44,82.45,20,Snowy,0,84.13,Spring
2023-05-23,S001,P0017,TOYS,South,500,480.0,130,493.52,14.22,10,Snowy,0,18.39,Summer
2022-08-04,S001,P0011,Groceries ,East,131,76.0,193,73.39,19.45,5,Cloudy,0,18.76,Winter
30/12/2022,S002,P0006,Furniture,South,289,71.0,179,62.93,,0,Sunny,0,10.02,Autumn
2022-11-04,S005,P0007,Furniture,West,288,80.0,21,93.71,94.36,0,Snowy,0,95.55,Winter
2023-03-19,S001,P0018,Furniture,West,63,28.0,159,38.2,69.49,15,Cloudy,0,68.6,Summer
2023-12-26,S004,P0010,Groceries ,North,336,126.0,53,125.16,57.21,5,Snowy,1,59.31,Autumn
14/04/2022,S004,P0006,Furniture,West,461,102.0,109,102.1,38.27,10,Rainy,0,37.7,Spring
2022-06-13,S003,P0014, electronics ,South,241,123.0,41,118.18,10.78,20,Sunny,1,8.5,Autumn
2023-03-11,S001,P0011,Furniture,East,402,,184,336.54,81.08,20,Rainy,1,81.57,Winter
2022-04-19,S003,P0004,Furniture,East,292,,191,235.24,,20,Snowy,1,87.45,Winter
2023-10-17,S001,P0008,Groceries ,West,294,238.0,38,241.94,57.55,0,Cloudy,0,54.3,Autumn
2023-11-09,S004,P0004,TOYS,North,412,13.0,185,7.51,90.87,15,Sunny,0,94.82,Autumn
2022-06-19,S001,P0005,Groceries ,West,168,58.0,200,50.02,28.87,0,Snowy,1,26.83,Summer
2023-08-05,S005,P0012,TOYS,West,334,22.0,185,23.29,17.62,0,Rainy,1,12.86,Summer
2022-03-19,S001,P0019, electronics ,South,436,283.0,83,292.08,,10,Snowy,1,93.77,Autumn
12/05/2022,S004,P0009,TOYS,South,54,30.0,106,24.03,71.49,0,Cloudy,1,68.57,Summer
2023-06-20,S004,P0010,Furniture,North,201,150.0,129,165.09,94.99,10,Cloudy,1,96.72,Autumn
2023-01-25,S005,P0004,Clothing,South,288,8.0,22,6.11,38.8,5,Cloudy,1,39.87,Autumn
2023-10-01,S005,P0007,Clothing,South,174,64.0,97,63.32,65.32,10,Sunny,1,62.32,Spring
26/03/2022,S005,P0011, electronics ,West,451,280.0,125,292.0,47.04,15,Rainy,1,44.95,Summer
2022-01-18,S004,P0005,Groceries ,East,178,178.0,32,180.51,25.1,15,Sunny,0,20.27,Spring
2023-03-01,S004,P0019,Clothing,East,479,42.0,191,54.0,94.58,10,Rainy,0,94.29,Summer
2023-12-12,S002,P0003,Groceries ,East,479,441.0,134,438.27,51.48,15,Snowy,0,49.21,Summer
2022-11-12,S004,P0011,Furniture,West,106,99.0,40,98.53,72.3,10,Sunny,0,73.22,Autumn
22/06/2023,S001,P0001,Groceries ,West,327,286.0,26,304.84,51.22,0,Rainy,1,53.27,Spring
2022-12-29,S001,P0003,Furniture,East,407,310.0,85,304.91,17.87,5,Cloudy,0,21.0,Winter
2023-03-31,S005,P0017, electronics ,South,63,18.0,187,16.77,64.46,0,Rainy,0,66.2,Spring
2022-05-02,S005,P0010,Clothing,West,431,231.0,79,234.88,11.24,5,Snowy,0,15.16,Summer
2022-12-21,S003,P0009, electronics ,West,220,135.0,35,144.97,68.27,10,Snowy,1,71.41,Summer
2022-07-07,S003,P0011,Groceries ,North,442,297.0,53,302.21,63.45,20,Rainy,0,61.64,Summer
2022-10-02,S001,P0018,Clothing,South,261,7.0,49,10.97,39.22,20,Sunny,1,39.06,Summer
2022-10-23,S004,P0014,Groceries ,East,121,27.0,85,40.62,86.47,5,Sunny,1,90.03,Winter
2023-11-07,S002,P0009,Furniture,East,252,,141,105.03,13.71,10,Snowy,1,9.1,Autumn
2022-07-26,S004,P0009,Groceries ,South,181,27.0,146,29.01,19.06,0,Cloudy,1,23.16,Summer
22/10/2022,S004,P0001,TOYS,East,140,,37,67.7,21.7,10,Rainy,0,21.86,Spring
2023-07-24,S003,P0018,TOYS,West,176,67.0,62,62.99,92.97,10,Sunny,1,88.31,Summer
2023-02-10,S003,P0008,TOYS,West,383,329.0,156,322.32,62.82,5,Snowy,1,66.72,Winter
2023-09-03,S003,P0012,TOYS,South,386,150.0,33,140.24,16.94,10,Snowy,0,14.03,Spring
2023-02-23,S001,P0007,Clothing,South,223,138.0,191,150.08,-99.99,0,Snowy,0,58.02,Autumn
2022-09-30,S002,P0013,Furniture,North,302,263.0,95,257.98,64.85,20,Sunny,1,60.76,Spring
2023-05-30,S004,P0006,Groceries ,West,234,231.0,86,226.16,35.02,10,Cloudy,0,36.13,Autumn
2022-03-25,S004,P0006, electronics ,West,213,22.0,126,37.49,47.28,15,Cloudy,1,49.69,Spring
2023-07-21,S002,P0007, electronics ,East,327,126.0,139,118.6,89.26,20,Sunny,1,85.32,Summer
2023-10-15,S003,P0007,Clothing,East,110,71.0,138,68.21,39.73,20,Cloudy,1,41.42,Autumn
2023-06-06,S003,P0011,Furniture,South,377,299.0,66,289.69,78.0,0,Cloudy,0,75.43,Winter
2022-12-24,S002,P0007,Groceries ,West,67,14.0,35,16.91,26.25,15,Snowy,1,22.71,Spring
2022-09-16,S002,P0011, electronics ,East,107,96.0,68,90.43,34.15,5,Cloudy,0,29.88,Summer
2023-07-26,S002,P0002, electronics ,South,222,181.0,54,191.33,85.28,0,Sunny,1,84.56,Summer
2022-09-19,S002,P0017,Groceries ,North,207,129.0,54,133.86,86.12,15,Snowy,0,85.62,Spring
2022-09-04,S001,P0007,Furniture,North,412,,58,395.03,64.27,20,Rainy,0,69.16,Autumn
2023-08-17,S003,P0007,TOYS,East,416,63.0,22,71.44,70.61,15,Rainy,1,74.4,Winter
2022-09-04,S004,P0013,Furniture,North,321,257.0,168,262.06,23.75,20,Rainy,1,22.48,Autumn
2022-01-29,S005,P0001,TOYS,North,456,40.0,106,53.65,73.71,10,Cloudy,0,72.97,Autumn
19/12/2022,S001,P0004, electronics ,West,220,195.0,166,186.22,68.23,0,Snowy,0,66.49,Summer
2023-06-18,S003,P0007,Clothing,West,431,200.0,42,215.73,96.25,20,Rainy,1,97.69,Winter
2023-05-26,S004,P0009,TOYS,North,59,35.0,40,33.12,75.37,0,Rainy,0,72.34,Winter
2023-03-12,S002,P0011,Clothing,East,109,87.0,24,99.67,79.67,5,Rainy,0,75.27,Autumn
